event_id,user_id,event_type,event_timestamp,page_url,campaign_id
142,617,purchase,2025-07-11 14:09:09,/page/28,14.0
143,479,page_view,2025-08-05 14:09:09,/page/48,
144,986,signup,2025-08-02 14:09:09,/page/46,
145,819,purchase,2025-08-02 14:09:09,/page/23,
146,155,page_view,2025-08-01 14:09:09,/page/88,
147,257,signup,2025-07-27 14:09:09,/page/92,
148,141,page_view,2025-07-30 14:09:09,/page/32,
149,589,page_view,2025-07-21 14:09:09,/page/74,22.0
150,967,page_view,2025-07-20 14:09:09,/page/44,
151,104,add_to_cart,2025-07-21 14:09:09,/page/29,
152,561,purchase,2025-07-14 14:09:09,/page/7,
153,270,add_to_cart,2025-07-21 14:09:09,/page/24,45.0
154,513,signup,2025-07-23 14:09:09,/page/55,
155,191,signup,2025-08-04 14:09:09,/page/86,
156,49,purchase,2025-07-19 14:09:09,/page/17,
157,99,page_view,2025-07-24 14:09:09,/page/52,
158,820,email_click,2025-07-18 14:09:09,/page/79,47.0
159,503,page_view,2025-07-15 14:09:09,/page/5,
160,618,page_view,2025-08-06 14:09:09,/page/68,
161,922,purchase,2025-07-27 14:09:09,/page/75,26.0
162,633,email_click,2025-07-30 14:09:09,/page/3,
163,485,page_view,2025-08-06 14:09:09,/page/91,
164,636,signup,2025-07-22 14:09:09,/page/13,18.0
165,325,email_click,2025-08-04 14:09:09,/page/25,
166,889,page_view,2025-07-11 14:09:09,/page/81,
167,919,purchase,2025-07-18 14:09:09,/page/16,
168,79,page_view,2025-07-28 14:09:09,/page/77,8.0
169,412,email_click,2025-08-07 14:09:09,/page/76,
170,823,add_to_cart,2025-07-31 14:09:09,/page/59,
171,245,add_to_cart,2025-07-27 14:09:09,/page/6,
172,625,add_to_cart,2025-08-08 14:09:09,/page/57,
173,90,add_to_cart,2025-07-16 14:09:09,/page/53,
174,408,page_view,2025-07-30 14:09:09,/page/23,
175,89,signup,2025-07-29 14:09:09,/page/46,
176,429,add_to_cart,2025-08-10 14:09:09,/page/33,
177,347,add_to_cart,2025-07-31 14:09:09,/page/54,
178,916,page_view,2025-08-06 14:09:09,/page/87,
179,914,signup,2025-07-21 14:09:09,/page/96,
180,742,purchase,2025-07-27 14:09:09,/page/15,
181,984,purchase,2025-07-13 14:09:09,/page/96,43.0
182,448,email_click,2025-07-12 14:09:09,/page/63,
183,3,purchase,2025-07-23 14:09:09,/page/60,49.0
184,995,add_to_cart,2025-08-08 14:09:09,/page/11,
185,870,signup,2025-08-08 14:09:09,/page/59,38.0
186,830,add_to_cart,2025-08-04 14:09:09,/page/31,
187,193,email_click,2025-07-16 14:09:09,/page/30,14.0
188,645,purchase,2025-08-10 14:09:09,/page/35,
189,597,purchase,2025-07-18 14:09:09,/page/11,26.0
190,485,page_view,2025-07-31 14:09:09,/page/57,
191,149,page_view,2025-08-04 14:09:09,/page/91,
192,152,purchase,2025-08-09 14:09:09,/page/23,
193,423,email_click,2025-08-02 14:09:09,/page/43,
194,339,page_view,2025-07-20 14:09:09,/page/74,
195,36,purchase,2025-07-18 14:09:09,/page/9,41.0
196,67,purchase,2025-07-13 14:09:09,/page/91,
197,34,purchase,2025-07-25 14:09:09,/page/13,
198,195,purchase,2025-08-03 14:09:09,/page/51,46.0
199,230,signup,2025-08-03 14:09:09,/page/26,
200,494,purchase,2025-07-31 14:09:09,/page/90,
201,718,page_view,2025-07-27 14:09:09,/page/1,
202,922,purchase,2025-07-24 14:09:09,/page/16,
203,239,signup,2025-08-02 14:09:09,/page/58,
204,151,page_view,2025-07-21 14:09:09,/page/60,
205,765,purchase,2025-07-11 14:09:09,/page/57,
206,189,purchase,2025-07-15 14:09:09,/page/91,39.0
207,566,add_to_cart,2025-08-05 14:09:09,/page/28,40.0
208,579,signup,2025-07-15 14:09:09,/page/12,
209,868,email_click,2025-07-15 14:09:09,/page/48,
210,465,signup,2025-08-07 14:09:09,/page/78,
211,364,email_click,2025-08-09 14:09:09,/page/13,
212,243,email_click,2025-07-18 14:09:09,/page/31,
213,71,page_view,2025-07-19 14:09:09,/page/88,
214,914,email_click,2025-07-30 14:09:09,/page/11,38.0
215,562,add_to_cart,2025-07-17 14:09:09,/page/32,4.0
216,603,add_to_cart,2025-07-26 14:09:09,/page/49,
217,29,email_click,2025-07-26 14:09:09,/page/78,16.0
218,308,page_view,2025-07-18 14:09:09,/page/50,
219,821,purchase,2025-07-19 14:09:09,/page/46,47.0
220,585,add_to_cart,2025-07-31 14:09:09,/page/48,
221,510,signup,2025-07-20 14:09:09,/page/48,
222,402,add_to_cart,2025-08-02 14:09:09,/page/2,
223,664,purchase,2025-07-13 14:09:09,/page/55,
224,739,add_to_cart,2025-07-11 14:09:09,/page/58,
225,839,add_to_cart,2025-07-20 14:09:09,/page/53,
226,955,signup,2025-08-06 14:09:09,/page/95,4.0
227,575,signup,2025-08-07 14:09:09,/page/66,1.0
228,121,page_view,2025-07-18 14:09:09,/page/78,50.0
229,447,page_view,2025-08-03 14:09:09,/page/76,
230,286,email_click,2025-07-23 14:09:09,/page/1,4.0
231,479,page_view,2025-07-21 14:09:09,/page/7,8.0
232,707,signup,2025-07-26 14:09:09,/page/86,
233,353,email_click,2025-08-10 14:09:09,/page/60,
234,872,signup,2025-07-26 14:09:09,/page/7,
235,603,signup,2025-07-20 14:09:09,/page/18,
236,133,page_view,2025-07-25 14:09:09,/page/14,
237,664,email_click,2025-07-28 14:09:09,/page/52,
238,988,signup,2025-08-10 14:09:09,/page/58,
239,985,email_click,2025-07-31 14:09:09,/page/47,
240,577,page_view,2025-07-16 14:09:09,/page/76,9.0
241,363,page_view,2025-08-09 14:09:09,/page/27,
242,877,email_click,2025-08-03 14:09:09,/page/95,
243,290,email_click,2025-07-16 14:09:09,/page/86,
244,46,page_view,2025-07-30 14:09:09,/page/64,
245,479,purchase,2025-07-28 14:09:09,/page/93,
246,485,add_to_cart,2025-07-21 14:09:09,/page/47,
247,134,page_view,2025-07-24 14:09:09,/page/63,16.0
248,461,purchase,2025-07-25 14:09:09,/page/64,
249,383,email_click,2025-08-03 14:09:09,/page/80,
250,342,email_click,2025-07-11 14:09:09,/page/40,
251,382,signup,2025-08-03 14:09:09,/page/78,
252,770,page_view,2025-07-26 14:09:09,/page/23,
253,37,page_view,2025-07-17 14:09:09,/page/79,
254,390,purchase,2025-07-19 14:09:09,/page/55,
255,153,signup,2025-08-07 14:09:09,/page/63,
256,583,signup,2025-08-08 14:09:09,/page/75,
257,379,add_to_cart,2025-08-04 14:09:09,/page/87,
258,79,add_to_cart,2025-07-21 14:09:09,/page/98,
259,222,page_view,2025-07-24 14:09:09,/page/42,
260,136,email_click,2025-07-25 14:09:09,/page/95,30.0
261,238,add_to_cart,2025-07-30 14:09:09,/page/43,11.0
262,707,add_to_cart,2025-07-28 14:09:09,/page/7,
263,284,email_click,2025-07-20 14:09:09,/page/63,
264,127,page_view,2025-07-25 14:09:09,/page/24,
265,606,email_click,2025-07-29 14:09:09,/page/26,
266,126,signup,2025-07-30 14:09:09,/page/30,
267,820,add_to_cart,2025-08-05 14:09:09,/page/18,
268,452,signup,2025-08-08 14:09:09,/page/66,
269,956,page_view,2025-07-13 14:09:09,/page/32,
270,703,signup,2025-08-02 14:09:09,/page/48,41.0
271,57,purchase,2025-07-21 14:09:09,/page/42,44.0
272,507,signup,2025-07-20 14:09:09,/page/100,5.0
273,308,add_to_cart,2025-07-27 14:09:09,/page/10,42.0
274,217,purchase,2025-08-01 14:09:09,/page/83,
275,254,email_click,2025-07-30 14:09:09,/page/90,
276,339,signup,2025-07-19 14:09:09,/page/46,
277,145,signup,2025-07-23 14:09:09,/page/21,
278,528,page_view,2025-08-02 14:09:09,/page/94,24.0
279,719,purchase,2025-07-23 14:09:09,/page/58,
280,191,email_click,2025-07-28 14:09:09,/page/33,
281,103,signup,2025-07-23 14:09:09,/page/69,
282,810,signup,2025-07-15 14:09:09,/page/1,34.0
283,333,page_view,2025-07-31 14:09:09,/page/52,
284,234,email_click,2025-08-02 14:09:09,/page/83,17.0
285,109,page_view,2025-07-16 14:09:09,/page/92,
286,150,signup,2025-08-01 14:09:09,/page/100,30.0
287,638,add_to_cart,2025-08-02 14:09:09,/page/45,
288,154,page_view,2025-07-23 14:09:09,/page/1,
289,819,page_view,2025-07-25 14:09:09,/page/65,
290,630,signup,2025-07-21 14:09:09,/page/79,39.0
291,117,add_to_cart,2025-07-21 14:09:09,/page/20,40.0
292,252,purchase,2025-07-23 14:09:09,/page/58,20.0
293,542,purchase,2025-08-04 14:09:09,/page/65,4.0
294,92,purchase,2025-08-07 14:09:09,/page/92,
295,194,purchase,2025-07-14 14:09:09,/page/59,
296,659,page_view,2025-08-09 14:09:09,/page/53,
297,900,add_to_cart,2025-07-12 14:09:09,/page/50,
298,964,purchase,2025-07-15 14:09:09,/page/42,
299,4,add_to_cart,2025-08-05 14:09:09,/page/16,21.0
300,257,signup,2025-07-19 14:09:09,/page/80,10.0
301,680,add_to_cart,2025-08-06 14:09:09,/page/73,
302,857,page_view,2025-07-26 14:09:09,/page/97,
303,303,add_to_cart,2025-07-20 14:09:09,/page/36,
304,64,email_click,2025-07-12 14:09:09,/page/44,16.0
305,702,page_view,2025-07-26 14:09:09,/page/93,
306,52,add_to_cart,2025-07-28 14:09:09,/page/74,
307,53,signup,2025-08-08 14:09:09,/page/74,22.0
308,401,add_to_cart,2025-08-07 14:09:09,/page/44,
309,648,page_view,2025-08-02 14:09:09,/page/95,
310,175,add_to_cart,2025-07-12 14:09:09,/page/38,
311,347,signup,2025-07-26 14:09:09,/page/9,
312,928,email_click,2025-08-09 14:09:09,/page/44,
313,850,page_view,2025-07-20 14:09:09,/page/68,21.0
314,125,add_to_cart,2025-08-02 14:09:09,/page/28,
315,402,purchase,2025-07-28 14:09:09,/page/94,8.0
316,349,email_click,2025-07-25 14:09:09,/page/9,
317,714,purchase,2025-07-28 14:09:09,/page/71,
318,628,page_view,2025-07-21 14:09:09,/page/86,
319,562,add_to_cart,2025-07-26 14:09:09,/page/73,
320,182,purchase,2025-07-31 14:09:09,/page/76,
321,834,email_click,2025-08-08 14:09:09,/page/15,
322,667,purchase,2025-08-07 14:09:09,/page/21,
323,623,purchase,2025-07-12 14:09:09,/page/65,
324,292,page_view,2025-08-07 14:09:09,/page/97,
325,526,purchase,2025-07-15 14:09:09,/page/89,36.0
326,195,email_click,2025-07-23 14:09:09,/page/16,
327,423,purchase,2025-08-05 14:09:09,/page/20,
328,849,add_to_cart,2025-08-07 14:09:09,/page/91,
329,310,page_view,2025-07-27 14:09:09,/page/20,
330,519,purchase,2025-07-13 14:09:09,/page/90,
331,516,email_click,2025-07-22 14:09:09,/page/67,
332,640,purchase,2025-07-30 14:09:09,/page/70,
333,151,signup,2025-07-24 14:09:09,/page/24,38.0
334,254,signup,2025-08-07 14:09:09,/page/59,20.0
335,622,page_view,2025-07-11 14:09:09,/page/54,
336,711,email_click,2025-08-02 14:09:09,/page/16,20.0
337,815,add_to_cart,2025-08-04 14:09:09,/page/93,
338,27,page_view,2025-07-21 14:09:09,/page/13,
339,323,add_to_cart,2025-07-25 14:09:09,/page/28,
340,849,email_click,2025-07-29 14:09:09,/page/99,
341,242,purchase,2025-07-11 14:09:09,/page/24,
342,733,page_view,2025-07-12 14:09:09,/page/94,
343,744,purchase,2025-07-13 14:09:09,/page/51,
344,489,page_view,2025-07-29 14:09:09,/page/81,
345,162,page_view,2025-07-17 14:09:09,/page/18,
346,856,purchase,2025-07-12 14:09:09,/page/21,
347,452,page_view,2025-07-28 14:09:09,/page/58,
348,319,add_to_cart,2025-08-10 14:09:09,/page/80,12.0
349,650,email_click,2025-07-21 14:09:09,/page/97,
350,724,signup,2025-07-21 14:09:09,/page/91,
351,310,page_view,2025-07-26 14:09:09,/page/70,31.0
352,884,add_to_cart,2025-07-26 14:09:09,/page/10,
353,347,add_to_cart,2025-07-21 14:09:09,/page/38,3.0
354,247,add_to_cart,2025-08-10 14:09:09,/page/90,
355,380,page_view,2025-07-16 14:09:09,/page/3,
356,824,email_click,2025-07-15 14:09:09,/page/92,9.0
357,818,signup,2025-08-01 14:09:09,/page/18,
358,443,purchase,2025-08-05 14:09:09,/page/38,27.0
359,831,email_click,2025-07-18 14:09:09,/page/76,
360,183,signup,2025-07-23 14:09:09,/page/56,48.0
361,731,add_to_cart,2025-07-19 14:09:09,/page/75,
362,190,add_to_cart,2025-07-19 14:09:09,/page/72,
363,565,add_to_cart,2025-07-16 14:09:09,/page/66,
364,391,add_to_cart,2025-07-12 14:09:09,/page/86,
365,855,signup,2025-07-17 14:09:09,/page/71,
366,22,signup,2025-07-25 14:09:09,/page/95,17.0
367,667,add_to_cart,2025-08-05 14:09:09,/page/46,29.0
368,667,add_to_cart,2025-07-17 14:09:09,/page/11,
369,377,email_click,2025-07-22 14:09:09,/page/31,
370,743,signup,2025-08-08 14:09:09,/page/88,
371,691,page_view,2025-08-05 14:09:09,/page/84,
372,320,signup,2025-08-03 14:09:09,/page/93,
373,835,signup,2025-08-10 14:09:09,/page/84,
374,384,page_view,2025-07-26 14:09:09,/page/93,
375,793,purchase,2025-07-12 14:09:09,/page/73,
376,625,email_click,2025-07-23 14:09:09,/page/52,
377,468,signup,2025-07-30 14:09:09,/page/65,
378,425,add_to_cart,2025-07-11 14:09:09,/page/99,
379,957,page_view,2025-07-24 14:09:09,/page/42,22.0
380,626,purchase,2025-08-08 14:09:09,/page/71,
381,285,add_to_cart,2025-07-30 14:09:09,/page/21,37.0
382,345,page_view,2025-07-31 14:09:09,/page/26,12.0
383,36,purchase,2025-07-19 14:09:09,/page/79,
384,99,email_click,2025-08-01 14:09:09,/page/53,
385,363,page_view,2025-07-19 14:09:09,/page/96,6.0
386,611,signup,2025-08-10 14:09:09,/page/64,
387,689,add_to_cart,2025-08-07 14:09:09,/page/55,
388,365,email_click,2025-07-17 14:09:09,/page/2,21.0
389,32,purchase,2025-07-18 14:09:09,/page/9,
390,905,add_to_cart,2025-07-26 14:09:09,/page/19,
391,430,signup,2025-08-06 14:09:09,/page/65,29.0
392,984,page_view,2025-07-14 14:09:09,/page/91,
393,846,add_to_cart,2025-07-11 14:09:09,/page/28,
394,115,add_to_cart,2025-07-24 14:09:09,/page/67,
395,909,email_click,2025-08-08 14:09:09,/page/80,
396,769,add_to_cart,2025-07-23 14:09:09,/page/46,19.0
397,454,purchase,2025-07-20 14:09:09,/page/18,7.0
398,925,add_to_cart,2025-08-08 14:09:09,/page/57,37.0
399,251,signup,2025-07-28 14:09:09,/page/28,
400,621,add_to_cart,2025-08-01 14:09:09,/page/31,6.0
401,17,email_click,2025-07-13 14:09:09,/page/65,
402,56,signup,2025-08-03 14:09:09,/page/94,50.0
403,910,purchase,2025-07-23 14:09:09,/page/87,1.0
404,834,email_click,2025-08-03 14:09:09,/page/13,
405,250,signup,2025-08-10 14:09:09,/page/39,
406,733,page_view,2025-07-30 14:09:09,/page/87,
407,133,page_view,2025-08-09 14:09:09,/page/65,
408,724,purchase,2025-08-08 14:09:09,/page/4,
409,47,add_to_cart,2025-07-27 14:09:09,/page/67,
410,65,signup,2025-07-28 14:09:09,/page/82,
411,457,add_to_cart,2025-07-24 14:09:09,/page/24,18.0
412,622,email_click,2025-07-23 14:09:09,/page/62,
413,681,add_to_cart,2025-08-04 14:09:09,/page/3,
414,319,signup,2025-07-21 14:09:09,/page/33,
415,315,purchase,2025-08-04 14:09:09,/page/17,
416,370,page_view,2025-07-28 14:09:09,/page/6,18.0
417,405,page_view,2025-07-15 14:09:09,/page/9,
418,114,add_to_cart,2025-08-01 14:09:09,/page/16,
419,342,signup,2025-07-30 14:09:09,/page/74,
420,739,signup,2025-08-09 14:09:09,/page/98,9.0
421,698,add_to_cart,2025-07-20 14:09:09,/page/87,
422,366,signup,2025-07-11 14:09:09,/page/97,44.0
423,134,page_view,2025-07-27 14:09:09,/page/63,
424,79,email_click,2025-07-17 14:09:09,/page/98,
425,573,email_click,2025-07-17 14:09:09,/page/71,
426,928,signup,2025-07-24 14:09:09,/page/63,
427,449,purchase,2025-07-18 14:09:09,/page/9,
428,476,page_view,2025-07-26 14:09:09,/page/17,38.0
429,87,email_click,2025-07-24 14:09:09,/page/74,
430,659,add_to_cart,2025-07-27 14:09:09,/page/6,
431,231,page_view,2025-07-26 14:09:09,/page/36,
432,259,purchase,2025-07-23 14:09:09,/page/44,26.0
433,523,page_view,2025-07-12 14:09:09,/page/83,29.0
434,742,add_to_cart,2025-07-15 14:09:09,/page/36,
435,921,page_view,2025-07-24 14:09:09,/page/64,37.0
436,413,purchase,2025-07-20 14:09:09,/page/94,
437,642,page_view,2025-08-03 14:09:09,/page/45,20.0
438,340,email_click,2025-07-25 14:09:09,/page/25,6.0
439,553,purchase,2025-07-17 14:09:09,/page/31,
440,144,page_view,2025-07-18 14:09:09,/page/47,19.0
441,196,add_to_cart,2025-07-22 14:09:09,/page/75,
442,691,email_click,2025-08-08 14:09:09,/page/41,
443,421,add_to_cart,2025-07-11 14:09:09,/page/67,
444,918,signup,2025-07-28 14:09:09,/page/2,
445,757,signup,2025-08-09 14:09:09,/page/82,
446,202,signup,2025-07-30 14:09:09,/page/72,
447,57,purchase,2025-08-05 14:09:09,/page/46,
448,737,purchase,2025-07-30 14:09:09,/page/97,
449,274,purchase,2025-07-31 14:09:09,/page/98,28.0
450,962,email_click,2025-07-17 14:09:09,/page/91,
451,467,signup,2025-07-28 14:09:09,/page/90,33.0
452,996,email_click,2025-07-24 14:09:09,/page/22,
453,748,add_to_cart,2025-07-13 14:09:09,/page/14,2.0
454,40,signup,2025-07-18 14:09:09,/page/100,
455,10,purchase,2025-07-20 14:09:09,/page/3,39.0
456,507,page_view,2025-08-01 14:09:09,/page/16,18.0
457,109,signup,2025-07-29 14:09:09,/page/47,
458,710,page_view,2025-07-24 14:09:09,/page/36,
459,24,purchase,2025-07-13 14:09:09,/page/71,
460,84,email_click,2025-07-26 14:09:09,/page/54,
461,153,signup,2025-08-02 14:09:09,/page/17,19.0
462,970,signup,2025-07-15 14:09:09,/page/8,
463,562,signup,2025-07-23 14:09:09,/page/61,
464,17,page_view,2025-07-16 14:09:09,/page/65,
465,15,add_to_cart,2025-07-17 14:09:09,/page/32,
466,796,page_view,2025-07-27 14:09:09,/page/89,
467,230,page_view,2025-08-01 14:09:09,/page/60,
468,861,signup,2025-08-01 14:09:09,/page/85,
469,580,email_click,2025-07-25 14:09:09,/page/62,
470,616,page_view,2025-08-02 14:09:09,/page/97,
471,59,purchase,2025-07-17 14:09:09,/page/30,
472,823,signup,2025-08-07 14:09:09,/page/57,
473,759,email_click,2025-07-13 14:09:09,/page/76,
474,414,email_click,2025-08-02 14:09:09,/page/21,
475,290,email_click,2025-08-10 14:09:09,/page/16,
476,697,add_to_cart,2025-07-12 14:09:09,/page/8,
477,787,purchase,2025-07-28 14:09:09,/page/32,
478,834,purchase,2025-08-08 14:09:09,/page/46,
479,381,page_view,2025-07-15 14:09:09,/page/66,10.0
480,377,email_click,2025-07-27 14:09:09,/page/11,30.0
481,23,add_to_cart,2025-08-09 14:09:09,/page/35,
482,472,purchase,2025-07-17 14:09:09,/page/26,9.0
483,910,signup,2025-07-30 14:09:09,/page/88,
484,996,purchase,2025-08-10 14:09:09,/page/27,
485,94,add_to_cart,2025-07-31 14:09:09,/page/27,
486,345,purchase,2025-07-15 14:09:09,/page/14,
487,607,page_view,2025-08-07 14:09:09,/page/82,
488,12,signup,2025-07-29 14:09:09,/page/14,
489,666,email_click,2025-07-29 14:09:09,/page/27,
490,370,add_to_cart,2025-08-09 14:09:09,/page/23,
491,317,purchase,2025-07-20 14:09:09,/page/21,
492,803,signup,2025-07-28 14:09:09,/page/84,15.0
493,773,purchase,2025-07-18 14:09:09,/page/26,
494,140,purchase,2025-07-20 14:09:09,/page/100,
